Azerbaijan,Saray,40.5322222,49.7163887
Azerbaijan,Qobu,40.4047222,49.7130547
Azerbaijan,Corat,40.5725,49.7063904
Iran,Aligudarz,33.3836111,49.6963882
Iran,Takestan,36.0696,49.6959
Iran,Arak,34.0855556,49.6838875
Azerbaijan,Sumqayit,40.5897222,49.6686096
Azerbaijan,Ceyranbatan,40.5408333,49.6597214
Russia,Kirov,58.5969444,49.6583328
Malawi,Andapa,-14.65,49.6500015
Iran,Rasht,37.2794444,49.5858345
Malawi,Soanierana Ivongo,-16.9166667,49.5833321
Azerbaijan,Haci Zeynalabdin,40.6233333,49.5586128
Iran,Bandar-e Anzali,37.4711111,49.4622231
Malawi,Fenoarivo Atsinanana,-17.3666667,49.4166679
Azerbaijan,Qobustan,40.0841667,49.4158325
Malawi,Toamasina,-18.1666667,49.3833351
Iran,Masjed-e Soleyman,31.9363889,49.3038902
Malawi,Antsiranana,-12.2666667,49.2833328
Azerbaijan,Banka,39.42,49.2475014
Azerbaijan,Neftcala,39.3586111,49.2469444
Iran,Abhar,36.1468,49.2179985
Azerbaijan,Hasanabad,39.3213889,49.2091675
Malawi,Vavatenina,-17.4666667,49.2000008
Somalia,Bender Cassim,11.2847222,49.1824989
Iran,Alvand,36.3187,49.1678009
Yemen,Al Mukalla,14.53,49.1313896
Azerbaijan,Xilli,39.4266667,49.1063881
Malawi,Andovoranto,-18.95,49.0999985
Malawi,Ambilobe,-13.2,49.0499992
Malawi,Vohibinany,-17.35,49.0333328
Azerbaijan,Salyan,39.595,48.9791679
Azerbaijan,Qazimammad,40.0433333,48.9355545
Azerbaijan,Qaracala,39.8077778,48.9338875
Azerbaijan,Ali Bayramli,39.9319444,48.9202766
Azerbaijan,Astara,38.4561111,48.8786125
Iran,Shushtar,32.0436111,48.856945
Iran,Malayer,34.2941667,48.8199997
Azerbaijan,Mugan,40.0986111,48.8188896
Azerbaijan,Kijoba,38.5327778,48.8166656
Azerbaijan,Xacmaz,41.4708333,48.8097229
Malawi,Mahanoro,-19.9,48.7999992
Iran,Borujerd,33.8973,48.7515984
Malawi,Bealanana,-14.55,48.7333336
Azerbaijan,Boradigah,38.9277778,48.7086105
Iran,Ahvaz,31.3291667,48.6911125
Azerbaijan,Xudat,41.6280556,48.6827774
Azerbaijan,Masalli,39.0341667,48.665554
Azerbaijan,Samaxi,40.6302778,48.6413879
Azerbaijan,Goytapa,39.1166667,48.5952797
Malawi,Andilamena,-17.0166667,48.5833321
Iran,Azadshahr,34.8,48.5499992
Azerbaijan,Bilasuvar,39.4583333,48.5449982
Malawi,Nosy Varika,-20.5833333,48.5333328
Somalia,Hobyo,5.3513889,48.5255547
Iran,Hamadan,34.7961111,48.5158348
Azerbaijan,Quba,41.3597222,48.5125008
Azerbaijan,Calilabad,39.2088889,48.4972229
Azerbaijan,Sabirabad,40.0127778,48.4788895
Iran,Zanjan,36.6736,48.4786987
Iraq,Al Faw,29.9680556,48.4672203
Malawi,Ambanja,-13.6833333,48.4500008
Azerbaijan,Qusar,41.4263889,48.4355545
Malawi,Ambatondrazaka,-17.8333333,48.4166679
Azerbaijan,Lerik,38.7752778,48.4152794
Azerbaijan,Agsu,40.5691667,48.4008331
Iran,Nahavand,34.1919444,48.3658333
Iran,Khorramabad,33.4877778,48.355835
Malawi,Mananjary,-21.2166667,48.3333321
Iran,Ardabil,38.2494444,48.3013878
Iran,Abadan,30.3525,48.2958336
Kuwait,Az Zawr,29.4425,48.2747231
Malawi,Andoany,-13.4,48.2666664
Azerbaijan,Yardimli,38.9205556,48.2372208
Somalia,Laasqoray,11.1666667,48.2166672
Malawi,Amparafaravola,-17.5833333,48.2166672
Malawi,Moramanga,-18.9333333,48.2000008
Iran,Khorramshahr,30.4391667,48.1791649
Azerbaijan,Ismayilli,40.79,48.1519432
Kuwait,Al Manqaf,29.0961111,48.1327782
Kuwait,Al Mahbulah,29.145,48.1302795
Kuwait,Al Fuhayhil,29.0825,48.1302795
Kuwait,Al Fintas,29.1738889,48.1211128
Malawi,Marolambo,-20.05,48.1166649
Kuwait,Al Funaytis,29.2252778,48.1016655
Kuwait,Ar Riqqah,29.1458333,48.0947227
Kuwait,Salwa,29.2958333,48.0786095
Kuwait,As Salimiyah,29.3338889,48.0761108
Azerbaijan,Imisli,39.8697222,48.0600014
Kuwait,Sabah as Salim,29.2572222,48.0572205
Kuwait,Bayan,29.3180556,48.0391655
Malawi,Manakara,-22.1333333,48.0166664
Kuwait,Ad Dasmah,29.365,48.0013885
Malawi,Antsohihy,-14.8666667,47.9833336
Kuwait,Kuwait,29.3697222,47.9783325
Kuwait,Janub as Surrah,29.2691667,47.978054
Iran,Nurabad,34.0734,47.9724998
Kuwait,Ash Shamiyah,29.3472222,47.9616661
Kuwait,Al Farwaniyah,29.2775,47.9586105
Kuwait,Ar Rabiyah,29.295,47.9330559
Kuwait,Al Wafrah,28.6391667,47.9305573
Iran,Parsabad,39.6482,47.9174004
Russia,Yoshkar-Ola,56.6387667,47.8907776
Malawi,Anjozorobe,-18.4,47.8666649
Somalia,Xarardheere,4.6544444,47.8574982
Azerbaijan,Qabala,40.9813889,47.8458328
Malawi,Farafangana,-22.8166667,47.8333321
Iraq,Al Basrah,30.4941667,47.8191681
Iraq,Al Basrah al Qadimah,30.4955556,47.8175011
Iran,Qorveh,35.1664,47.8045006
Malawi,Manjakandriana,-18.9166667,47.7999992
Russia,Balakovo,52.0246617,47.7941055
Azerbaijan,Goycay,40.6530556,47.7405548
Iraq,Al Harithah,30.7186111,47.7208328
Azerbaijan,Zardab,40.2183333,47.7083321
Iraq,Az Zubayr,30.3891667,47.7080574
Azerbaijan,Ucar,40.5183333,47.6541672
Malawi,Tsaratanana,-16.7833333,47.6500015
Malawi,Ifanadiana,-21.3,47.6333351
Iran,Kuhdasht,33.535,47.6060982
Malawi,Vangaindrano,-23.35,47.5999985
Malawi,Antananarivo,-18.9166667,47.5166664
Russia,Makhachkala,42.9752778,47.502224
Azerbaijan,Agdas,40.65,47.4761124
Azerbaijan,Agcabadi,40.0527778,47.4613876
Malawi,Ikongo,-21.8833333,47.4333344
Somalia,Galcaio,6.7697222,47.4308319
Malawi,Ambatolampy,-19.3833333,47.4166679
Malawi,Fandriana,-20.2333333,47.3833351
Somalia,Erigavo,10.6180556,47.3699989
Somalia,Laascaanood,8.4755556,47.3577766
Malawi,Antanifotsy,-19.65,47.3166656
Malawi,Vondrozo,-22.8166667,47.2833328
Russia,Cheboksary,56.1322222,47.2519455
Malawi,Ambositra,-20.5166667,47.25
Somalia,Ceeldheere,3.85,47.2000008
Malawi,Arivonimamo,-19.0166667,47.1833344
Iraq,Al `Amarah,31.8452778,47.1752777
Azerbaijan,Saki,41.1919444,47.1705551
Iraq,Al Majarr al Kabir,31.575,47.1580544
Azerbaijan,Yevlax,40.6172222,47.1500015
Azerbaijan,Barda,40.3744444,47.126667
Malawi,Ankazobe,-18.3166667,47.1166649
Azerbaijan,Xocavand,39.7952778,47.1130562
Malawi,Fianarantsoa,-21.4333333,47.0833321
Iran,Ahar,38.4774,47.0699005
Iran,Kermanshah,34.3141667,47.0649986
Iran,Kahriz,34.3877778,47.0580559
Azerbaijan,Mingacevir,40.77,47.0488892
Azerbaijan,Cabrayil,39.4,47.0261116
Malawi,Fort Dauphin,-25.0318335,46.9998131
Iran,Sanandaj,35.3172222,46.9988899
Azerbaijan,Aran,40.6252778,46.9755554
Malawi,Faratsiho,-19.4,46.9500008
Iran,Kamyaran,34.7956,46.9355011
Malawi,Ambalavao,-21.8333333,46.9333344
Azerbaijan,Agdam,39.9930556,46.9305573
Azerbaijan,Tartar,40.345,46.9288902
Azerbaijan,Qax,41.4225,46.9241676
Azerbaijan,Cinarli,41.4725,46.9111099
Azerbaijan,Qizilhacili,40.5808333,46.8502769
Malawi,Betafo,-19.8333333,46.8499985
Azerbaijan,Naftalan,40.5066667,46.8250008
Azerbaijan,Agdara,40.2152778,46.8127785
Malawi,Ambatofinandrahana,-20.55,46.7999992
Azerbaijan,Goranboy,40.6102778,46.7897224
Azerbaijan,Xocali,39.9111111,46.7891655
Azerbaijan,Susa,39.7563889,46.7511101
Malawi,Soavinandriana,-19.1666667,46.7333336
Iraq,Nahiyat al Fuhud,30.9697222,46.7227783
Azerbaijan,Mincivan,39.03,46.7186127
Malawi,Ambato Boeny,-16.4666667,46.7166672
Iraq,`Ali al Gharbi,32.4641667,46.6786118
Azerbaijan,Icari,39.0822222,46.6549988
Azerbaijan,Zaqatala,41.6336111,46.6433334
Malawi,Marovoay,-16.1,46.6333351
Azerbaijan,Aliabad,41.4783333,46.6175003
Somalia,Ceelbuur,4.6833333,46.6166649
Malawi,Ikalamavony,-21.15,46.5833321
Azerbaijan,Qubadli,39.3438889,46.5797234
Malawi,Fenoarivo Be,-18.4333333,46.5666656
Armenia,Agarak,39.2038889,46.5472221
Iran,Ilam,33.6374,46.422699
Armenia,Kapan,39.2011111,46.4150009
Azerbaijan,Balakan,41.7258333,46.4083328
Somalia,Dusa Marreb,5.535,46.3861122
Malawi,Amboasary,-25.0333333,46.3833351
Azerbaijan,Ganca,40.6827778,46.3605537
Armenia,Goris,39.5077778,46.3386116
Azerbaijan,Qarayeri,40.7916667,46.3213882
Somalia,Cadale,2.75,46.3166656
Malawi,Mahajanga,-15.7166667,46.3166656
Azerbaijan,Xanlar,40.5869444,46.315834
Iran,Tabriz,38.08,46.2919426
Georgia,Lagodekhi,41.8227778,46.2755547
Iran,Saqqez,36.249919,46.2734985
Iraq,An Nasiriyah,31.0541667,46.2594452
Armenia,Meghri,38.9022222,46.2383347
Iran,Bukan,36.5219444,46.2150002
Iraq,Ash Shatrah,31.4175,46.1772232
Malawi,Ihosy,-22.4,46.1166649
Iran,Miandoab,36.9611111,46.1091652
Malawi,Ambovombe,-25.1666667,46.0833321
Iran,Bonab,37.3404,46.0560989
Iraq,Al Hayy,32.1769444,46.0447235
Azerbaijan,Dalilar,40.8627778,46.0366669
Russia,Saratov,51.5666667,46.0333328
Georgia,Bagdadi,41.8166667,46.0333328
Malawi,Tsiroanomandidy,-18.7666667,46.0333328
Azerbaijan,Ordubad,38.9080556,46.0277786
Azerbaijan,Samkir,40.8297222,46.0188904
Iraq,Halabjah,35.1777778,45.9861107
Georgia,Tsnori,41.6169444,45.9719429
Iraq,Penjwin,35.6202778,45.9472237
Georgia,Sighnaghi,41.6188889,45.9216652
Azerbaijan,Zayam,40.8994444,45.8858337
Iran,Baneh,35.9975,45.8852997
Yemen,Jawf al Maqbabah,13.8383333,45.8358345
Iraq,Al Kut,32.4975,45.8291664
Azerbaijan,Gadabay,40.5655556,45.8161125
Georgia,Gurjaani,41.7430556,45.8027763
Georgia,Qvareli,41.9513889,45.8016663
Iran,Marand,38.4329,45.7748985
Armenia,Vardenis,40.1805556,45.7283325
Iran,Mahabad,36.7631,45.7221985
Russia,Groznyy,43.3083333,45.7002792
Armenia,Jermuk,39.8416667,45.6722221
Azerbaijan,Culfa,38.95,45.6319427
Azerbaijan,Tovuz,40.9922222,45.6288872
Somalia,Jalalaqsi,3.4,45.5833321
Somalia,Buulobarde,3.85,45.5666656
Iraq,Mandali,33.7436111,45.5463905
Somalia,Burao,9.5166667,45.5333328
Somalia,Mahadday Weyne,2.9666667,45.5333328
Somalia,Giohar,2.7666667,45.5166664
Malawi,Tsiombe,-25.3,45.4833336
Armenia,Artsvaberd,40.8336111,45.4711113
Malawi,Miandrivazo,-19.5166667,45.4666672
Azerbaijan,Agstafa,41.1188889,45.4538879
Armenia,Tsovinar,40.1608333,45.4538879
Iraq,As Sulaymaniyah,35.5616667,45.440834
Armenia,Vardenik,40.135,45.4363899
Azerbaijan,Naxcivan,39.2088889,45.4122238
Armenia,Berd,40.8808333,45.3916664
Iran,Naqadeh,36.9563889,45.3880539
Armenia,Malishka,39.7369444,45.3875008
Somalia,Mogadishu,2.0666667,45.3666649
Azerbaijan,Qazax,41.0933333,45.3661118
Somalia,Ceek,8.9969444,45.3586121
Armenia,Astghadzor,40.1238889,45.3566666
Armenia,Chambarak,40.5952778,45.3474998
Georgia,Sagarejo,41.7363889,45.3302765
Armenia,Vaghashen,40.1377778,45.3291664
Armenia,Martuni,40.1447222,45.3063889
Armenia,Karanlukh,40.1044444,45.2897224
Iraq,As Samawah,31.3094444,45.2802773
Armenia,Aygehovit,40.9744444,45.2519455
Armenia,Verin Getashen,40.1327778,45.2486115
Iraq,`Afak,32.0625,45.2427788
Georgia,Akhmeta,42.0311111,45.2075005
Iraq,Ar Rumaythah,31.5261111,45.2063904
Somalia,Beledweyne,4.7358333,45.2036095
Armenia,Yeranos,40.2080556,45.1861115
Russia,Saransk,54.1833333,45.1833344
Armenia,Noratus,40.3822222,45.1783333
Armenia,Dzoragyugh,40.1752778,45.1749992
Malawi,Beroroha,-21.6666667,45.1666679
Georgia,Shatili,42.6583333,45.1599998
Armenia,Ijevan,40.8755556,45.1491661
Armenia,Sarukhan,40.2891667,45.1341667
Armenia,Gavarr,40.3588889,45.126667
Somalia,Afgooye,2.15,45.1166649
Armenia,Gandzak,40.3147222,45.1113892
Georgia,Gardabani,41.4547222,45.0947227
Iraq,Al `Aziziyah,32.9083333,45.0666656
Somalia,Oodweyne,9.4080556,45.0622215
Malawi,Beloha,-25.1666667,45.0499992
Yemen,`Adan,12.7794444,45.0366669
Somalia,Berbera,10.4355556,45.0163879
Armenia,Berdavan,41.2027778,45.003334
Russia,Penza,53.1958333,45
Armenia,Noyemberyan,41.1725,44.9936104
Georgia,Didi Lilo,41.7363889,44.9658318
Armenia,Haghartsin,40.7780556,44.9625015
Iraq,Kifri,34.6913889,44.9608345
Armenia,Sevan,40.555,44.9536095
Armenia,Tsovagyugh,40.6330556,44.9522209
Iran,Khvoy,38.5525,44.9477768
Iraq,Al Miqdadiyah,33.9786111,44.9369431
Armenia,Lchashen,40.5202778,44.9308319
Iraq,Ad Diwaniyah,31.9877778,44.9255562
Somalia,Wanlaweyn,2.6166667,44.9000015
Yemen,Lahij,13.0566667,44.8819427
Armenia,Dilijan,40.7408333,44.8630562
Armenia,Shnogh,41.1477778,44.8377762
Iraq,Chamchamal,35.5366667,44.8319435
Armenia,Bagratashen,41.2458333,44.8211098
Georgia,Marneuli,41.4636111,44.810833
Georgia,Tbilisi,41.725,44.7908325
Iraq,As Suwayrah,32.9255556,44.7758331
Russia,Volzhskiy,48.7905556,44.7716675
Iran,Salmas,38.1975,44.768055
Georgia,Zhinvali,42.1158333,44.7675018
Georgia,Zahesi,41.8244444,44.7577782
Georgia,Naghvarevi,41.3494444,44.7563896
Armenia,Hrazdan,40.5016667,44.7547226
Malawi,Ampanihy,-24.7,44.75
Armenia,Vedi,39.9105556,44.7277794
Armenia,Garrni,40.1194444,44.7230568
Armenia,Ararat,39.8302778,44.7024994
Georgia,Kojori,41.6608333,44.6916656
Armenia,Margahovit,40.7380556,44.6875
Armenia,Avshar,39.8405556,44.6836128
Iraq,Al Qasim,32.3077778,44.6788902
Armenia,Aygavan,39.8647222,44.6702766
Russia,Vladikavkaz,43.0366667,44.667778
Armenia,Aramus,40.2511111,44.6630554
Armenia,Alaverdi,41.1305556,44.6519432
Iraq,Ash Shinafiyah,31.5822222,44.6455574
Iraq,Ba`qubah,33.75,44.6411095
Iraq,Koi Sanjaq,36.0838889,44.6277771
Armenia,Abovyan,40.2691667,44.6244431
Iraq,Tozkhurmato,34.8830556,44.6219444
Armenia,Odzun,41.0538889,44.6113892
Armenia,Aygezard,39.9458333,44.6088905
Iraq,Ghammas,31.7352778,44.6074982
Armenia,Balahovit,40.2536111,44.6038895
Iraq,Ash Shamiyah,31.9630556,44.5977783
Armenia,Norashen,40.0041667,44.5947227
Armenia,Byureghavan,40.3147222,44.5936127
Russia,Volgograd,48.8047222,44.5858345
Georgia,Sioni,42.6072222,44.5852776
Armenia,Verin Artashat,40.0005556,44.5849991
Armenia,Nor Geghi,40.3211111,44.5797234
Armenia,Shahumyan,39.9308333,44.5783348
Armenia,Vostan,39.9588889,44.559166
Armenia,Artashat,39.9538889,44.5505562
Malawi,Belo Tsiribihina,-19.7,44.5499992
Somalia,Qoryooley,1.7833333,44.5333328
Malawi,Sakaraha,-22.9,44.5333328
Comoros,Domoni,-12.2569444,44.5319443
Comoros,Mramani,-12.3463889,44.5286102
Iraq,Al Khalis,33.8183333,44.5244446
Iraq,Rawandoz,36.6113889,44.5224991
Comoros,Antsahe,-12.3563889,44.5224991
Comoros,Kyo,-12.3322222,44.519165
Somalia,Tayeeglow,4.0333333,44.5166664
Malawi,Ankazoabo,-22.2833333,44.5166664
Armenia,Yerevan,40.1811111,44.5136108
Comoros,Ongoni,-12.1702778,44.5069427
Comoros,Limbi,-12.2394444,44.5052795
Comoros,Mremani,-12.3083333,44.4986115
Comoros,Harembo,-12.1436111,44.498333
Iraq,Al Mishkhab,31.8016667,44.4902763
Comoros,Daji,-12.3258333,44.4886093
Armenia,Vanadzor,40.8127778,44.4883347
Comoros,Hajoho,-12.1175,44.4883347
Georgia,Akhalgori,42.1241667,44.4858322
Comoros,Dziani,-12.1833333,44.4833336
Comoros,Koni-Djodjo,-12.2297222,44.4816666
Armenia,Yeghvard,40.3216667,44.4813881
Comoros,Koni-Ngani,-12.2158333,44.4799995
Comoros,Ouzini,-12.2672222,44.4797211
Comoros,Kangani,-12.3116667,44.4747238
Armenia,Marmarashen,40.0575,44.4711113
Comoros,Chandra,-12.195,44.4647217
Comoros,Koki,-12.1713889,44.4416656
Comoros,Moya,-12.3066667,44.4377785
Comoros,Patsi,-12.1555556,44.4372215
Armenia,Masis,40.0672222,44.4361115
Iraq,Al Hillah,32.4794444,44.4327774
Comoros,Barakani,-12.1355556,44.4316673
Armenia,Zovuni,40.5108333,44.4288902
Comoros,Ouani,-12.1322222,44.4258347
Georgia,Kaspi,41.9161111,44.4241676
Comoros,Lingoni,-12.2558333,44.418335
Armenia,Kasakh,40.5333333,44.4166679
Comoros,Magnassini-Nindri,-12.2780556,44.4158325
Armenia,Prroshyan,40.2480556,44.4150009
Comoros,Mirontsi,-12.1566667,44.4080544
Comoros,Moutsamoudou,-12.1627778,44.396389
Iraq,Baghdad,33.3386111,44.3938904
Iraq,Kirkuk,35.4680556,44.3922234
Comoros,Paje,-12.1697222,44.3880539
Malawi,Betioky,-23.7166667,44.3833351
Yemen,Yarim,14.2972222,44.3802795
Georgia,Manglisi,41.6930556,44.3780556
Armenia,Karbi,40.3338889,44.3777771
Comoros,Vouani,-12.2441667,44.3744431
Comoros,Mjimandra,-12.1916667,44.3702774
Armenia,Ashtarak,40.3016667,44.3591652
Armenia,Aparan,40.5961111,44.353611
Georgia,Dmanisi,41.5227778,44.3533325
Comoros,Chironkamba,-12.1911111,44.3525009
Armenia,Hovtashat,40.1019444,44.3427773
Comoros,Vassy,-12.2319444,44.3424988
Comoros,Chitrouni,-12.1858333,44.335556
Yemen,Sayyan,15.1713889,44.3247223
Comoros,Assimpao,-12.2330556,44.3197212
Iraq,An Najaf,31.9961111,44.314724
Comoros,Marahare,-12.2308333,44.3133316
Comoros,Mjamaoue,-12.1936111,44.3100014
Yemen,Sahar,15.3155556,44.3097229
Armenia,Gay,40.0838889,44.3055573
Comoros,Boungoueni,-12.2055556,44.2994461
Armenia,Voskevaz,40.2797222,44.2949982
Armenia,Ejmiatsin,40.1727778,44.2924995
Iraq,Al Musayyib,32.7786111,44.2900009
Armenia,Metsamor,40.0713889,44.2891655
Comoros,Bandajou,-12.1916667,44.2869453
Malawi,Morondava,-20.2833333,44.2833328
Armenia,Tashir,41.1244444,44.2819443
Iraq,Saddat al Hindiyah,32.7147222,44.2802773
Comoros,Sima,-12.1955556,44.2766685
Armenia,Byurakan,40.3413889,44.273613
Comoros,Kavani,-12.1919444,44.2694435
Armenia,Oshakan,40.2705556,44.269165
Armenia,Spitak,40.8372222,44.2675018
Comoros,Milembeni,-12.1980556,44.2638893
Comoros,Mirongani,-12.1905556,44.2524986
Armenia,Aghavnatun,40.2336111,44.2513885
Georgia,Bediani,41.5441667,44.2444458
Comoros,Bimbini,-12.1883333,44.2355537
Iraq,Ad Dujayl,33.8466667,44.2344437
Armenia,Metsavan,41.2016667,44.2288895
Iraq,Al Hindiyah,32.5433333,44.2224998
Armenia,Arshaluys,40.1688889,44.2141685
Yemen,Sanaa,15.3547222,44.206665
Armenia,Jrashen,40.7875,44.1972237
Iraq,Abu Ghurayb,33.3083333,44.1850014
Yemen,Ibb,13.9666667,44.1833344
Iraq,Balad,34.0163889,44.146389
Yemen,Dhi as Sufal,13.85,44.1166649
Georgia,Gori,41.9736111,44.1111107
Georgia,Tsalka,41.5913889,44.0869446
Somalia,Buurhakaba,2.7833333,44.0833321
Armenia,Mrgashat,40.1297222,44.0705566
Somalia,Hargeysa,9.56,44.0649986
Yemen,Ta`izz,13.5666667,44.0333328
Armenia,Armavir,40.1522222,44.0308342
Armenia,Janfida,40.0455556,44.0208321
Armenia,Hoktember,40.1361111,44.0138893
Armenia,Bambakashat,40.1144444,44.0122223
Iraq,Arbil,36.19,44.0088882
Russia,Nizhniy Novgorod,56.3286733,44.0020485
Armenia,Nalbandyan,40.0677778,43.9855537
Georgia,Tskhinvali,42.23,43.9700012
Georgia,Java,42.3997222,43.9366684
Armenia,Myasnikyan,40.1775,43.9063873
Armenia,Akhuryan,40.7813889,43.896389
Armenia,Maralik,40.5722222,43.8669434
Armenia,Dalarik,40.2183333,43.8602791
Armenia,Gyumri,40.7894444,43.8474998
Comoros,Hamavouna,-12.3730556,43.8383331
Georgia,Agara,42.035,43.8352776
Armenia,Azatan,40.7238889,43.8205566
Comoros,Kangani,-12.3427778,43.8199997
Georgia,Qornisi,42.2708333,43.8175011
Comoros,Ouanani,-12.3375,43.7975006
Iraq,Al Fallujah,33.3561111,43.7827797
Comoros,Ziroudani,-12.3325,43.7775002
Comoros,Djoyezi,-12.2975,43.7733345
Armenia,Arteni,40.2983333,43.7541656
Comoros,Fomboni,-12.28,43.7425003
Turkey,Hakkari,37.5744444,43.7408333
Comoros,Nioumachoua,-12.3613889,43.7152786
Comoros,Mtakoudja,-12.2611111,43.7036095
Iraq,Tikrit,34.5966667,43.6769447
Comoros,Hoani,-12.2508333,43.6747208
Malawi,Toliara,-23.35,43.6666679
Somalia,Baidoa,3.1166667,43.6500015
Georgia,Kvaisi,42.5230556,43.648613
Comoros,Miringoni,-12.2966667,43.6352768
Yemen,Hajjah,15.695,43.5974998
Georgia,Ninotsminda,41.2669444,43.5905571
Georgia,Khashuri,41.9911111,43.5900002
Georgia,Surami,42.0225,43.5555573
Georgia,Bakuriani,41.7497222,43.5325012
Comoros,Ouroveni,-11.9097222,43.4886093
Iraq,Bayji,34.925,43.4874992
Comoros,Foumbouni,-11.8616667,43.4841652
Georgia,Tsaghveri,41.8047222,43.481945
Comoros,Chindini,-11.9208333,43.4811096
Comoros,Kove,-11.8758333,43.4722214
Georgia,Bakurianis Andeziti,41.7338889,43.4702797
Russia,Dzerzhinsk,56.2388889,43.4630547
Comoros,Mohoro,-11.8258333,43.4461098
Georgia,Oni,42.5794444,43.4425011
Comoros,Nioumamilima,-11.8511111,43.4372215
Comoros,Oungoni,-11.7544444,43.4361115
Comoros,Dima,-11.8863889,43.4108315
Comoros,Hantsindzi,-11.4291667,43.4022217
Comoros,Dembeni,-11.8736111,43.3977776
Comoros,Bouni,-11.4869444,43.3883324
Comoros,Chezani,-11.4280556,43.3875008
Comoros,Ivouani,-11.3875,43.3863907
Comoros,Chomoni,-11.6430556,43.3858337
Comoros,Itsandzeni,-11.4727778,43.3844452
Comoros,Panda,-11.8705556,43.3833351
Comoros,Mtsamdou,-11.6069444,43.3805542
Turkey,Van,38.4941667,43.3800011
Comoros,Heroumbili,-11.5438889,43.3797226
Georgia,Borjomi,41.8375,43.3791656
Comoros,Mbeni,-11.5013889,43.3774986
Iraq,Qarah Qush,36.2694444,43.377224
Comoros,Bambadjani,-11.4786111,43.377224
Comoros,Mnoungou,-11.5177778,43.3738899
Turkey,Ercis,39.0238889,43.3616676
Yemen,Bayt al Faqih,14.5161111,43.3244438
Comoros,Hetsa,-11.8447222,43.315834
Yemen,Zabid,14.195,43.3152771
Iraq,Ar Ramadi,33.423537,43.3092957
Comoros,Singani,-11.8455556,43.309166
Comoros,Mdjoyezi,-11.8330556,43.3066673
Comoros,Mandza,-11.4180556,43.2952766
Djibouti,Obock,11.9630556,43.290554
Comoros,Milevani,-11.5513889,43.2902794
Comoros,Douniani,-11.4211111,43.288887
Comoros,Mitsamiouli,-11.3847222,43.2844429
Comoros,Bahani,-11.6397222,43.2841682
Yemen,Bajil,15.0666667,43.2833328
Comoros,Ouhozi,-11.405,43.2822227
Comoros,Ouella,-11.6536111,43.2805557
Comoros,Madjeoueni,-11.8216667,43.2780571
Comoros,Bibavou,-11.5725,43.2772217
Comoros,Koua,-11.4208333,43.2763901
Comoros,Vanadjou,-11.6075,43.2761116
Comoros,Oussivo,-11.585,43.2672234
Comoros,Milembeni,-11.6616667,43.2663879
Comoros,Zivandani,-11.6458333,43.2658348
Comoros,Mvouni,-11.7161111,43.2647209
Comoros,Ntsaoueni,-11.4658333,43.2627792
Comoros,Tsidje,-11.6980556,43.2619438
Comoros,Ntsoudjini,-11.6597222,43.2613907
Comoros,Selea,-11.7844444,43.2608337
Comoros,Batsa,-11.6283333,43.2599983
Comoros,Salimani,-11.8080556,43.2591667
Georgia,Aspindza,41.5738889,43.2561111
Comoros,Itsandra,-11.6711111,43.2547226
Comoros,Vanambouani,-11.6113889,43.2530556
Djibouti,Loyada,11.4611111,43.2527771
Comoros,Mavingouni,-11.7163889,43.2524986
Somalia,Waajid,3.8,43.25
Comoros,Moroni,-11.7041667,43.2402763
Georgia,Patara-Kharagauli,42.0166667,43.2166672
Georgia,Ambrolauri,42.5211111,43.1622238
Djibouti,Djibouti,11.595,43.148056
Iraq,Tall Kayf,36.4894444,43.1191673
Iraq,Mosul,36.335,43.1188889
Georgia,Shorapani,42.0958333,43.1155548
Turkey,Kars,40.6080556,43.0974998
Iraq,Al Mawsil al Jadidah,36.3291667,43.086113
Turkey,Agri,39.7194444,43.0513878
Iraq,Sina,36.8086111,43.0386124
Somalia,Yeed,4.55,43.0333328
Georgia,Tqibuli,42.3441667,42.9900017
Yemen,Al Hudaydah,14.7977778,42.9522209
